Index,Folder,Lek,Pista,DateRange,DateRange_Folder,FileName,studyPeriod,Male,PresentYN,DisplayYN,Snaps,quietSnaps,Grunts,Rolls,Calls,FemVisitation,courtshipSuccess,courtshipSuccess2,Copulation,JuvPresent,Gardening,vidLength,Notes,Observer,Unnamed: 24,is_available,local_path
128,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),11.29.21-12.5.21,11.29.21-12.5.21,L14.P3_11.29.21-12.5.21_0028.MP4,,RUB,Y,Y,2.0,3.0,4.0,2.0,1.0,1,1,1,0.0,0.0,0.0,60,female WUU; female and male jumped around perimeter of pista,IW,,True,./curated/femvisitation-videos/L14.P3_11.29.21-12.5.21_0028.MP4
129,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),11.29.21-12.5.21,11.29.21-12.5.21,L14.P3_11.29.21-12.5.21_0029.MP4,,RUB,Y,Y,8.0,1.0,2.0,2.0,2.0,1,1,1,,0.0,,60,female WUU visits again a minute later,SJR,Y,True,./curated/femvisitation-videos/L14.P3_11.29.21-12.5.21_0029.MP4
130,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.14.21-12.16.21 (card filled up very quickly),12.14.21-12.16.21 (card filled up very quickly),L14.P3_12.14.21-12.16.21_0027.MP4,,RUB,Y,Y,7.0,,2.0,,,1,1,1,,,,30,Female bands likely WUU,HLA,,True,./curated/femvisitation-videos/L14.P3_12.14.21-12.16.21_0027.MP4
131,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.14.21-12.16.21 (card filled up very quickly),12.14.21-12.16.21 (card filled up very quickly),L14.P3_12.14.21-12.16.21_0059.MP4,,RUB,Y,Y,15.0,,1.0,,,1,1,1,,,,30,Female unbanded,,,True,./curated/femvisitation-videos/L14.P3_12.14.21-12.16.21_0059.MP4
132,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),12.5.21-12.12.21 (IS THIS CAM WORKING?),12.5.21-12.07.21 (IS THIS CAM WORKING?),L14.P3_12.5.21-12.12.21_0224.MP4,camera messed up,RUB,Y,Y,3.0,,1.0,,,1,1,1,,,,3,"too short video, female: W??",,,True,./curated/femvisitation-videos/L14.P3_12.5.21-12.12.21_0224.MP4
133,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 4 (BRU),12.28.21-1.8.22,12.28.21-1.8.22,L14.P4_12.28.21-1.8.22_0135.MP4,,BRU,Y,Y,13.0,,1.0,,,1,1,1,,,,30,female unbanded; following path of BRU,EVR,,True,./curated/femvisitation-videos/L14.P4_12.28.21-1.8.22_0135.MP4
134,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),1.7.22-1.19.22,1.7.22-1.19.22,L14.P3_1.7.22-1.19.22_0024.MP4,,RUB,Y,Y,1.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,30,"sounds like roll off camera; known female WUU visiting; female doesn't join male in leg of dance though, so can't count",KM,Y,False,./curated/femvisitation-videos/L14.P3_1.7.22-1.19.22_0024.MP4
135,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek 14,Pista 3 (RUB),11.20.21-11.22.21,11.20.21-11.22.21,L14.P3_11.20.21-11.22.21_RUB-6-female-visitation?.MP4,,RUB,Y,Y,0.0,3.0,0.0,4.0,0.0,1,0,0,0.0,0.0,0.0,60,likely female because he roll snaps as she flies by,KM,,False,./curated/femvisitation-videos/L14.P3_11.20.21-11.22.21_RUB-6-female-visitation?.MP4
136,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0023.MP4,,UNK,Y,Y,5.0,,1.0,,,2,1,1,,,,30,"female unbanded; two green birds present, only one joins in the dance",NSA,,True,./curated/femvisitation-videos/LC.P2_12.18.21-12.28.21_0023.MP4
137,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),IMG_0012.MP4,,Unbanded,Y,Y,,,,1.0,,1,0,0,,,,30,Green bird briefly present; unsure if female or juv,HLA,,False,./curated/femvisitation-videos/IMG_0012.MP4
138,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P4_12.18.21-12.28.21_0020.MP4,,Unbanded,Y,Y,3.0,2.0,,1.0,,1,0,0,,,,30,Not sure if female or juvenile,STK,,True,./curated/femvisitation-videos/LC.P4_12.18.21-12.28.21_0020.MP4
139,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 5 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P5_11.26.21-11.29.21_X0029.AVI,,Unbanded,Y,N,,,,,,1,0,0,,,,3,"Video too short (3 sec), male and female present but no display",DVD,,True,./curated/femvisitation-videos/LC.P5_11.26.21-11.29.21_X0029.AVI
140,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),1.13.22-1.17.22 (camara no funciono del 1.17-1.19),IMG_0006.MP4,,Unbanded,Y,Y,9.0,2.0,,,1.0,1,1,1,,,,30,Female banded; can't tell ID,HLA,,False,./curated/femvisitation-videos/IMG_0006.MP4
141,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.25.21-11.29.21,11.25.21-11.29.21,LC.P2_11.25.21-11.29.21_0027_Mm-11.26.21-1-female-visitation.MP4,,Unbanded,Y,Y,7.0,4.0,2.0,2.0,,1,1,1,,,,60,female unbanded,DVD,,True,./curated/femvisitation-videos/LC.P2_11.25.21-11.29.21_0027_Mm-11.26.21-1-female-visitation.MP4
142,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),11.30.21-12.5.21,11.30.21-12.5.21,LC.P2_11.30.21-12.5.21_0011.MP4,,Unbanded,Y,Y,10.0,,1.0,1.0,,1,1,1,,,,60,another unidentifiable call in background,ILW,,True,./curated/femvisitation-videos/LC.P2_11.30.21-12.5.21_0011.MP4
143,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.18.21-12.28.21,12.18.21-12.28.21,LC.P2_12.18.21-12.28.21_0058.MP4,,UNK,Y,Y,17.0,,2.0,,,1,1,1,,,,30,"female unbanded, UNK flew away first",NSA,,True,./curated/femvisitation-videos/LC.P2_12.18.21-12.28.21_0058.MP4
144,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 2 (unbanded),12.5.21-12.18.21,12.5.21-12.18.21,LC.P2_12.5.21-12.18.21_0001.MP4,,Unbanded,Y,Y,14.0,,2.0,,,1,1,1,,,,30,,ILW,,True,./curated/femvisitation-videos/LC.P2_12.5.21-12.18.21_0001.MP4
145,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),11.22.21-11.25.21,11.22.21-11.25.21,LC.P3_11.22.21-11.25.21_X0046.AVI,,UNK,Y,Y,1.0,1.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,3,,MGM,,True,./curated/femvisitation-videos/LC.P3_11.22.21-11.25.21_X0046.AVI
146,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),11.30.21-12.5.21,11.30.21-12.5.21,LC.P3_11.30.21-12.5.21_0005.MP4,,LYW,Y,Y,10.0,,2.0,,,1,1,1,,,,60,female YYB; video cuts off while both still present,NSA,,True,./curated/femvisitation-videos/LC.P3_11.30.21-12.5.21_0005.MP4
147,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 3 (LYW),11.30.21-12.5.21,11.30.21-12.5.21,LC.P3_11.30.21-12.5.21_0037.MP4,,LYW,Y,Y,3.0,,,,,1,1,0,,,,60,"banded Y??; tough call about courtship success, but counting it because female was engaged for at least one jump",NSA,,True,./curated/femvisitation-videos/LC.P3_11.30.21-12.5.21_0037.MP4
148,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P4_11.26.21-11.29.21_X0008_Unbanded-11.26.21-6_female-visitation.AVI,,Unbanded,Y,Y,1.0,,,,,1,1,1,,,,5,,STK,,True,./curated/femvisitation-videos/LC.P4_11.26.21-11.29.21_X0008_Unbanded-11.26.21-6_female-visitation.AVI
149,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.28.21-1.13.22,12.28.21-1.13.22,LC.P4_12.28.21-1.13.22_0027.MP4,,Unbanded,Y,Y,3.0,,,,,1,1,1,,,,30,,SJR,,True,./curated/femvisitation-videos/LC.P4_12.28.21-1.13.22_0027.MP4
150,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.6.21-12.14.21,12.6.21-12.14.21,LC.P4_12.6.21-12.14.21_X0042.AVI,,Unbanded,Y,Y,3.0,,,,,1,1,1,,,,10,,ILW,,True,./curated/femvisitation-videos/LC.P4_12.6.21-12.14.21_X0042.AVI
151,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.6.21-12.14.21,12.6.21-12.14.21,LC.P4_12.6.21-12.14.21_X0056.AVI,,Unbanded,Y,Y,3.0,,,,,1,1,1,,,,10,,ILW,,True,./curated/femvisitation-videos/LC.P4_12.6.21-12.14.21_X0056.AVI
152,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 4 (unbanded),12.6.21-12.14.21,12.6.21-12.14.21,LC.P4_12.6.21-12.14.21_X0086.AVI,,Unbanded,Y,Y,5.0,,,,,1,1,1,,,,10,,ILW,,True,./curated/femvisitation-videos/LC.P4_12.6.21-12.14.21_X0086.AVI
153,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 5 (unbanded),11.26.21-11.29.21,11.26.21-11.29.21,LC.P5_11.26.21-11.29.21_X0004-Unbanded-11.26.21-6_female-visitation.AVI,,Unbanded,Y,Y,1.0,,,,,1,1,1,,,,3,,DVD,,True,./curated/femvisitation-videos/LC.P5_11.26.21-11.29.21_X0004-Unbanded-11.26.21-6_female-visitation.AVI
154,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Cabanas,Pista 5 (unbanded),11.30.21-12.5.21,11.30.21-12.5.21,LC.P5_11.30.21-12.5.21_X0015.AVI,,Unbanded,Y,Y,4.0,,1.0,,,1,1,1,,,,3,,DVD,,True,./curated/femvisitation-videos/LC.P5_11.30.21-12.5.21_X0015.AVI
155,CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 2,1.19.22-1.23.22,1.17.22-2.17.22,IMG_0006.MP4,,UNK,Y,Y,7.0,2.0,1.0,3.0,,1,1,1,,,,30,,JTK,determined that camera was dead from 1.17.22-1.19.22 (see note on LC.P2 folder from Dec-Jan 22) and therefore changed start date to 1.19 here,False,./curated/femvisitation-videos/IMG_0006.MP4
156,CAMARAS TRAMPAS - Feb 22-May 22,Lek Cabanas - Feb 22-May 22,Pista 2,1.19.22-1.23.22,1.17.22-2.17.22,IMG_0007.MP4,,UNK,Y,Y,13.0,,,1.0,,1,1,1,,,,30,,JTK,determined that camera was dead from 1.17.22-1.19.22 (see note on LC.P2 folder from Dec-Jan 22) and therefore changed start date to 1.19 here,False,./curated/femvisitation-videos/IMG_0007.MP4
157,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),LM.P2_12.18.21-12.26.21_0171.MP4,,YYR,Y,Y,19.0,1.0,2.0,,,2,1,0,0.0,,,30,confrontation between two females??,ILW,Y,True,./curated/femvisitation-videos/LM.P2_12.18.21-12.26.21_0171.MP4
158,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0018.MP4,,YYR,Y,Y,6.0,,1.0,,,2,1,1,,,,30,female unbanded; two females visiting at once,NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0018.MP4
159,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),LM.P2_12.18.21-12.26.21_0214.MP4,,YYR,Y,Y,6.0,,1.0,,,1,0,0,0.0,,,30,same female visitation continued; not counting in courtshipSuccess because don't want it to count twice for analysis,ILW,Y,True,./curated/femvisitation-videos/LM.P2_12.18.21-12.26.21_0214.MP4
160,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0016.MP4,,YYR,Y,Y,2.0,,1.0,,,1,1,0,,,,30,almost certainly same visitation as last video (continuation),STK,Y,True,./curated/femvisitation-videos/LM.P2_1.13.22-1.20.22_0016.MP4
161,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0017.MP4,,YYR,Y,Y,1.0,1.0,1.0,,,1,1,0,,,,30,"technically she landed on a different sapling than the male was on, but I think this was due to the orientation of the saplings on the court (in previous video, another female had issues landing on the intended sapling)? counting",STK,Y,True,./curated/femvisitation-videos/LM.P2_1.13.22-1.20.22_0017.MP4
162,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0004-female-visitation.MP4,,YYR,Y,Y,6.0,,1.0,,,1,1,0,,,,60,female unbanded; jumping not flying -- maybe juv? Male left first..,NSA,Y,True,./curated/femvisitation-videos/LM.P2_11.24.21-11.28.21_0004-female-visitation.MP4
163,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),LM.P2_12.18.21-12.26.21_0072.MP4,,YYR,Y,Y,4.0,4.0,,,,1,1,0,0.0,,,30,sort of a weird one dance-wise. Can see streakiness on the chest of the green bird?,ILW,Y,True,./curated/femvisitation-videos/LM.P2_12.18.21-12.26.21_0072.MP4
164,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0148.MP4,,YYR,Y,Y,3.0,,,,,1,1,0,,,,30,"female unbanded; NSA said juv present, but I think probably fem visitation (courtship success true)",HLA,Y,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0148.MP4
165,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0049.MP4,,URU,Y,Y,9.0,1.0,2.0,,,1,1,0,,,,30,possible light wingsnap noise by green bird? -hla,DVD,Y,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0049.MP4
166,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0105.MP4,,URU,Y,Y,15.0,2.0,3.0,,,1,1,0,0.0,,,30,green bird may be leaping more than flying?,ILW,Y,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0105.MP4
167,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),12.1.21-12.5.21,12.1.21-12.5.21,LM.P4_12.1.21-12.5.21_0022.MP4,,URU,Y,Y,16.0,1.0,,,,1,1,0,,,,60,"STK marked as juv, but this bird seems to be flying, not leaping; marking as female",STK,Y,True,./curated/femvisitation-videos/LM.P4_12.1.21-12.5.21_0022.MP4
168,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0024.MP4,,YYR,Y,Y,,3.0,,2.0,,1,0,0,,,,30,female did not join dance,STK,,True,./curated/femvisitation-videos/LM.P2_1.13.22-1.20.22_0024.MP4
169,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_0016.MP4,,YYR,Y,N,,,,,,1,0,0,,,,60,"female unbanded; did not join male in dance, did not count as courtshipSuccess",NSA,,True,./curated/femvisitation-videos/LM.P2_11.19.21-11.21.21_0016.MP4
170,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0015.MP4,,YYR,Y,N,,,,,,1,0,0,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_11.24.21-11.28.21_0015.MP4
171,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),LM.P2_12.18.21-12.26.21_0175.MP4,,YYR,Y,N,,,,,,1,0,0,0.0,,,30,end of same visitation,ILW,,True,./curated/femvisitation-videos/LM.P2_12.18.21-12.26.21_0175.MP4
172,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0020.MP4,,YYR,Y,N,,,,,,1,0,0,,,,30,"female unbanded, no snaps in front of female only jumping",NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0020.MP4
173,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0050.MP4,,YYR,Y,Y,,3.0,,,,1,0,0,,,,30,female unbanded; doesn't actually join male in dance; never leaps to the same stick where he is perched,NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0050.MP4
174,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0024.MP4,,,Y,Y,5.0,,,,,1,0,0,,,,30,,ALE,,True,./curated/femvisitation-videos/LM.P5_1.8.22-1.20.22_0024.MP4
175,CAMARAS TRAMPAS - Feb 22-May 22,Lek Mocoras - Feb 22-May 22,Pista 5,1.20.22-1.24.22 (LA camara se estaba secando 1.27.22-2.2.22),1.20.22-1.27.22 (LA camara se estaba secando 1.27.22-2.2.22),IMG_0012.MP4,,URU,Y,Y,,3.0,,3.0,,1,0,0,,,,30,,SJR,,False,./curated/femvisitation-videos/IMG_0012.MP4
176,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 1 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P1_11.19.21-11.21.21_YYR-1-female-visitation.MP4,,YYR,Y,Y,11.0,,,2.0,,1,1,1,,,,30,9 snaps heard off camera,STK,,True,./curated/femvisitation-videos/LM.P1_11.19.21-11.21.21_YYR-1-female-visitation.MP4
177,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0013.MP4,,YYR,Y,Y,2.0,3.0,,,1.0,1,1,1,,,,30,,STK,,True,./curated/femvisitation-videos/LM.P2_1.13.22-1.20.22_0013.MP4
178,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0015.MP4,,YYR,Y,Y,1.0,,,,,1,1,1,,,,30,,STK,,True,./curated/femvisitation-videos/LM.P2_1.13.22-1.20.22_0015.MP4
179,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0045.MP4,,YYR,Y,Y,15.0,1.0,1.0,,,1,1,1,,,,30,,STK,,True,./curated/femvisitation-videos/LM.P2_1.13.22-1.20.22_0045.MP4
180,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0052.MP4,,YYR,Y,Y,5.0,1.0,,,,1,1,1,,,,30,,STK,,True,./curated/femvisitation-videos/LM.P2_1.13.22-1.20.22_0052.MP4
181,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),1.13.22-1.20.22,1.13.22-1.20.22,LM.P2_1.13.22-1.20.22_0058.MP4,,YYR,Y,Y,5.0,,1.0,,,1,1,1,,,,30,,STK,,True,./curated/femvisitation-videos/LM.P2_1.13.22-1.20.22_0058.MP4
182,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_0011.MP4,,YYR,Y,Y,12.0,,1.0,1.0,1.0,1,1,1,,,,60,female WUU; there is something visibly good about this male's dance? dude has style.. more curvature in the jump snap? - HLA,HLA,,False,./curated/femvisitation-videos/LM.P2_11.19.21-11.21.21_0011.MP4
183,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_0015.MP4,,YYR,Y,Y,7.0,5.0,,1.0,,1,1,1,,,,60,female unbanded,HLA,,True,./curated/femvisitation-videos/LM.P2_11.19.21-11.21.21_0015.MP4
184,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_YYR-13-WUU-juv?.MP4,,YYR,Y,Y,7.0,,1.0,,,1,1,1,,,,60,female WUU; beard up,NSA,,False,./curated/femvisitation-videos/LM.P2_11.19.21-11.21.21_YYR-13-WUU-juv?.MP4
185,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_YYR-3-female-visitation.MP4,,YYR,Y,Y,2.0,,,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_11.19.21-11.21.21_YYR-3-female-visitation.MP4
186,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P2_11.19.21-11.21.21_YYR-4-female-visitation.MP4,,YYR,Y,Y,1.0,,,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_11.19.21-11.21.21_YYR-4-female-visitation.MP4
187,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_YYR-31-female-visitation.MP4,,YYR,Y,Y,7.0,,1.0,1.0,,1,1,1,,,,60,female unbanded ,HLA,,True,./curated/femvisitation-videos/LM.P2_11.21.21-11.24.21_YYR-31-female-visitation.MP4
188,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_YYR-32-female-visitation.MP4,,YYR,Y,Y,4.0,,1.0,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_11.21.21-11.24.21_YYR-32-female-visitation.MP4
189,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.21.21-11.24.21,11.21.21-11.24.21,LM.P2_11.21.21-11.24.21_YYR-33-female visitation.MP4,,YYR,Y,Y,9.0,,1.0,1.0,,1,1,1,,,,60,female unbanded ,HLA,,True,./curated/femvisitation-videos/LM.P2_11.21.21-11.24.21_YYR-33-female visitation.MP4
190,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0005.MP4,,YYR,Y,Y,8.0,,1.0,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_11.24.21-11.28.21_0005.MP4
