Index,Folder,Lek,Pista,DateRange,DateRange_Folder,FileName,studyPeriod,Male,PresentYN,DisplayYN,Snaps,quietSnaps,Grunts,Rolls,Calls,FemVisitation,courtshipSuccess,courtshipSuccess2,Copulation,JuvPresent,Gardening,vidLength,Notes,Observer,Unnamed: 24,is_available,local_path
191,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0014-female-visitation.MP4,,YYR,Y,Y,5.0,,,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_11.24.21-11.28.21_0014-female-visitation.MP4
192,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0016-female-visitation.MP4,,YYR,Y,Y,10.0,,1.0,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_11.24.21-11.28.21_0016-female-visitation.MP4
193,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0017-female-visitation.MP4,,YYR,Y,Y,4.0,,1.0,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_11.24.21-11.28.21_0017-female-visitation.MP4
194,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0056.MP4,,YYR,Y,Y,6.0,,1.0,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_11.24.21-11.28.21_0056.MP4
195,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0070.MP4,,YYR,Y,Y,6.0,,2.0,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_11.24.21-11.28.21_0070.MP4
196,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0079.MP4,,YYR,Y,Y,13.0,,2.0,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_11.24.21-11.28.21_0079.MP4
197,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),11.24.21-11.28.21 (card full; no footage from midday 11.28 to 11.30),LM.P2_11.24.21-11.28.21_0085.MP4,,YYR,Y,Y,10.0,,1.0,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_11.24.21-11.28.21_0085.MP4
198,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.1.21-12.5.21,12.1.21-12.5.21,LM.P2_12.1.21-12.5.21_0016.MP4,,YYR,Y,Y,11.0,1.0,,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.1.21-12.5.21_0016.MP4
199,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.1.21-12.5.21,12.1.21-12.5.21,LM.P2_12.1.21-12.5.21_0017.MP4,,YYR,Y,Y,1.0,,,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.1.21-12.5.21_0017.MP4
200,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.1.21-12.5.21,12.1.21-12.5.21,LM.P2_12.1.21-12.5.21_0027.MP4,,YYR,Y,Y,8.0,,1.0,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.1.21-12.5.21_0027.MP4
201,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.1.21-12.5.21,12.1.21-12.5.21,LM.P2_12.1.21-12.5.21_0028.MP4,,YYR,Y,Y,14.0,,4.0,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.1.21-12.5.21_0028.MP4
202,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.1.21-12.5.21,12.1.21-12.5.21,LM.P2_12.1.21-12.5.21_0030.MP4,,YYR,Y,Y,2.0,,,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.1.21-12.5.21_0030.MP4
203,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.1.21-12.5.21,12.1.21-12.5.21,LM.P2_12.1.21-12.5.21_0040.MP4,,YYR,Y,Y,13.0,,3.0,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.1.21-12.5.21_0040.MP4
204,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.1.21-12.5.21,12.1.21-12.5.21,LM.P2_12.1.21-12.5.21_0041.MP4,,YYR,Y,Y,10.0,,2.0,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.1.21-12.5.21_0041.MP4
205,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.1.21-12.5.21,12.1.21-12.5.21,LM.P2_12.1.21-12.5.21_0051.MP4,,YYR,Y,Y,11.0,,3.0,,,1,1,1,,,,60,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.1.21-12.5.21_0051.MP4
206,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.14.21-12.18.21,12.14.21-12.18.21,LM.P2_12.14.21-12.18.21_0065.MP4,,YYR,Y,Y,6.0,,2.0,,,1,1,1,,,,30,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.14.21-12.18.21_0065.MP4
207,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.14.21-12.18.21,12.14.21-12.18.21,LM.P2_12.14.21-12.18.21_0085.MP4,,YYR,Y,Y,14.0,,2.0,,,1,1,1,,,,30,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.14.21-12.18.21_0085.MP4
208,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.14.21-12.18.21,12.14.21-12.18.21,LM.P2_12.14.21-12.18.21_0097.MP4,,YYR,Y,Y,6.0,,1.0,,,1,1,1,,,,30,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.14.21-12.18.21_0097.MP4
209,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.14.21-12.18.21,12.14.21-12.18.21,LM.P2_12.14.21-12.18.21_0098.MP4,,YYR,Y,Y,6.0,2.0,1.0,,,1,1,1,,,,30,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.14.21-12.18.21_0098.MP4
210,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),LM.P2_12.18.21-12.26.21_0026.MP4,,YYR,Y,Y,8.0,3.0,,,,1,1,1,,,,30,YOW? (female is banded),STK,,True,./curated/femvisitation-videos/LM.P2_12.18.21-12.26.21_0026.MP4
211,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),LM.P2_12.18.21-12.26.21_0028.MP4,,YYR,Y,Y,6.0,1.0,,,2.0,1,1,1,,,,30,BOW? (female is banded),STK,,True,./curated/femvisitation-videos/LM.P2_12.18.21-12.26.21_0028.MP4
212,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),LM.P2_12.18.21-12.26.21_0037.MP4,,YYR,Y,Y,2.0,1.0,,1.0,,1,1,1,,,,30,,STK,,True,./curated/femvisitation-videos/LM.P2_12.18.21-12.26.21_0037.MP4
213,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),LM.P2_12.18.21-12.26.21_0073.MP4,,YYR,Y,Y,5.0,,,,,1,1,1,,,,30,roll in distance,ILW,,True,./curated/femvisitation-videos/LM.P2_12.18.21-12.26.21_0073.MP4
214,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),LM.P2_12.18.21-12.26.21_0170.MP4,,YYR,Y,Y,5.0,2.0,,,,1,1,1,0.0,,,30,"calls and rolls, unable to detect which bird",ILW,,True,./curated/femvisitation-videos/LM.P2_12.18.21-12.26.21_0170.MP4
215,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),LM.P2_12.18.21-12.26.21_0174.MP4,,YYR,Y,Y,2.0,,,1.0,,1,1,1,0.0,,,30,raining,ILW,,True,./curated/femvisitation-videos/LM.P2_12.18.21-12.26.21_0174.MP4
216,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),LM.P2_12.18.21-12.26.21_0206.MP4,,YYR,Y,Y,9.0,,2.0,,,1,1,1,0.0,,,30,,ILW,,True,./curated/femvisitation-videos/LM.P2_12.18.21-12.26.21_0206.MP4
217,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),12.18.21-12.26.21 (card full midday 12.26 to eod 12.28),LM.P2_12.18.21-12.26.21_0213.MP4,,YYR,Y,Y,12.0,2.0,,,,1,1,1,0.0,,,30,,ILW,,True,./curated/femvisitation-videos/LM.P2_12.18.21-12.26.21_0213.MP4
218,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0017.MP4,,YYR,Y,Y,6.0,,,,,1,1,1,,,,30,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0017.MP4
219,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0024.MP4,,YYR,Y,Y,7.0,,2.0,,,1,1,1,,,,30,female unbanded,NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0024.MP4
220,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0034.MP4,,UNK,Y,Y,9.0,,1.0,,,1,1,1,,,,30,female unbanded,NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0034.MP4
221,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0049.MP4,,YYR,Y,Y,2.0,,,,,1,1,1,,,,30,female WUU,NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0049.MP4
222,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0057.MP4,,YYR,Y,Y,9.0,,1.0,,,1,1,1,,,,30,female WUU,NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0057.MP4
223,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0058.MP4,,YYR,Y,Y,10.0,,1.0,,,1,1,1,,,,30,female OGW,NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0058.MP4
224,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0059.MP4,,YYR,Y,Y,12.0,1.0,1.0,,,1,1,1,,,,30,female unbanded; he aborts the grunt-jump,NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0059.MP4
225,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0062.MP4,,YYR,Y,Y,13.0,,2.0,,,1,1,1,,,,30,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0062.MP4
226,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0063.MP4,,YYR,Y,Y,7.0,,1.0,,,1,1,1,,,,30,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0063.MP4
227,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0064.MP4,,YYR,Y,Y,7.0,,1.0,,,1,1,1,,,,30,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0064.MP4
228,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0095.MP4,,YYR,Y,Y,7.0,,1.0,,,1,1,1,,,,30,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0095.MP4
229,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0107.MP4,,YYR,Y,Y,11.0,,2.0,,,1,1,1,,,,30,female unbanded,NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0107.MP4
230,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0126.MP4,,YYR,Y,Y,8.0,,1.0,,,1,1,1,,,,30,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0126.MP4
231,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0127.MP4,,YYR,Y,Y,4.0,,1.0,1.0,,1,1,1,,,,30,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0127.MP4
232,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0134.MP4,,YYR,Y,Y,6.0,,1.0,,,1,1,1,,,,30,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0134.MP4
233,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0162.MP4,,YYR,Y,Y,8.0,,1.0,,,1,1,1,,,,30,female unbanded ,NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0162.MP4
234,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 2 (YYR),12.5.21-12.11.21 (card full midday 12.11-12.14),12.5.21-12.11.21 (card full midday 12.11-12.14),LM.P2_12.5.21-12.11.21_0173.MP4,,YYR,Y,Y,6.0,,1.0,,,1,1,1,,,,30,female unbanded,NSA,,True,./curated/femvisitation-videos/LM.P2_12.5.21-12.11.21_0173.MP4
235,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 3 (LRR),11.19.21-11.21.21,11.19.21-11.21.21,LM.P3_11.19.21-11.21.21_LRR-1_WUU-visitation.MP4,,LRR,Y,Y,4.0,,,,,1,1,1,,,,60,female WUU,NSA,,True,./curated/femvisitation-videos/LM.P3_11.19.21-11.21.21_LRR-1_WUU-visitation.MP4
236,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0014.MP4,,URU,Y,Y,10.0,,2.0,1.0,,1,1,1,,,,30,,DVD,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0014.MP4
237,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0015.MP4,,URU,Y,Y,3.0,1.0,1.0,,1.0,1,1,1,,,,30,,DVD,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0015.MP4
238,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0017.MP4,,URU,Y,Y,6.0,3.0,1.0,,,1,1,1,,,,30,female unbanded,DVD,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0017.MP4
239,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0018.MP4,,URU,Y,Y,10.0,2.0,1.0,,,1,1,1,,,,30,female unbanded,DVD,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0018.MP4
240,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0019.MP4,,URU,Y,Y,2.0,,1.0,,,1,1,1,,,,30,green bird opens mouth during leap between saplings; call heard moments later; could this be juv?,DVD,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0019.MP4
241,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0020.MP4,,URU,Y,Y,10.0,,2.0,1.0,,1,1,1,,,,30,,DVD,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0020.MP4
242,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0021.MP4,,URU,Y,Y,7.0,,2.0,,,1,1,1,,,,30,,DVD,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0021.MP4
243,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0022.MP4,,URU,Y,Y,4.0,,1.0,1.0,,1,1,1,,,,30,,DVD,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0022.MP4
244,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0048.MP4,,URU,Y,Y,12.0,3.0,2.0,,,1,1,1,,,,30,,DVD,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0048.MP4
245,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0065.MP4,,UNK,Y,Y,8.0,2.0,1.0,,,1,1,1,0.0,,,30,female may have given csd? Male did not mount,ILW,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0065.MP4
246,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0066.MP4,,UNK,Y,Y,5.0,,1.0,,,1,1,1,0.0,,,30,,ILW,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0066.MP4
247,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0069.MP4,,UNK,Y,Y,7.0,2.0,1.0,2.0,,1,1,1,0.0,,,30,,ILW,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0069.MP4
248,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0070.MP4,,UNK,Y,Y,11.0,3.0,2.0,,,1,1,1,0.0,,,30,,ILW,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0070.MP4
249,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0076.MP4,,UNK,Y,Y,9.0,1.0,2.0,,,1,1,1,0.0,,,30,,ILW,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0076.MP4
250,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0093.MP4,,UNK,Y,Y,13.0,,2.0,,,1,1,1,0.0,,,30,lots of early morning visits to this court?,ILW,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0093.MP4
251,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0099.MP4,,URU,Y,Y,11.0,,3.0,,,1,1,1,0.0,,,30,,ILW,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0099.MP4
252,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0108.MP4,,URU,Y,Y,23.0,,4.0,,,1,1,1,0.0,,,30,,ILW,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0108.MP4
253,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0109.MP4,,URU,Y,Y,16.0,,3.0,,,1,1,1,0.0,,,30,,ILW,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0109.MP4
254,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0112.MP4,,URU,Y,Y,15.0,,4.0,1.0,,1,1,1,0.0,,,30,,ILW,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0112.MP4
255,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0126.MP4,,URU,Y,Y,10.0,,,1.0,,1,1,1,0.0,,,30,female LOW,ILW,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0126.MP4
256,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 4 (URU),1.8.22-1.13.22,1.8.22-1.13.22,LM.P4_1.8.22-1.13.22_0127.MP4,,URU,Y,Y,33.0,,5.0,,,1,1,1,0.0,,,30,female LOW,ILW,,True,./curated/femvisitation-videos/LM.P4_1.8.22-1.13.22_0127.MP4
257,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0012.MP4,,,Y,Y,5.0,,1.0,,,1,1,1,,,,30,,ALE,,True,./curated/femvisitation-videos/LM.P5_1.8.22-1.20.22_0012.MP4
258,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0018.MP4,,,Y,Y,5.0,,,,,1,1,1,,,,30,,ALE,,True,./curated/femvisitation-videos/LM.P5_1.8.22-1.20.22_0018.MP4
259,CAMARAS TRAMPAS - Dec 21-Jan 22,Lek Mocoras,Pista 5 (unknown),1.8.22-1.20.22,1.8.22-1.20.22,LM.P5_1.8.22-1.20.22_0029.MP4,,,Y,Y,1.0,,,,,1,1,1,,,,30,,ALE,,True,./curated/femvisitation-videos/LM.P5_1.8.22-1.20.22_0029.MP4
